estimated_nights_booked,price,minimum_nights,calculated_host_listings_count,estimated_nights_booked_binary,room_type_Hotel room,room_type_Private room,room_type_Shared room,latitude,longitude
48.0,114.0,2,1,0,0.0,0.0,0.0,,
96.0,41.0,2,2,1,0.0,1.0,0.0,,
123.84,40.0,1,8,1,0.0,0.0,0.0,,
30.96,250.0,3,1,0,0.0,0.0,0.0,,
116.64,184.0,3,18,1,0.0,0.0,0.0,,
83.03999999999999,45.0,2,3,1,0.0,1.0,0.0,,
228.96,49.0,2,9,1,0.0,1.0,0.0,,
15.12,65.0,1,4,0,0.0,1.0,0.0,,
90.24,150.0,4,1,1,0.0,0.0,0.0,,
45.84,80.0,1,6,0,0.0,0.0,0.0,,
240.0,36.0,10,6,1,0.0,1.0,0.0,,
144.0,145.0,1,7,1,0.0,0.0,0.0,,
79.67999999999999,200.0,4,22,1,0.0,0.0,0.0,,
196.32,515.0,2,1,1,0.0,0.0,0.0,,
19.92,280.0,1,1,0,0.0,0.0,0.0,,
24.0,83.0,1,9,0,0.0,0.0,0.0,,
79.92,200.0,3,15,1,0.0,0.0,0.0,,
72.0,161.0,3,1,1,0.0,0.0,0.0,,
70.8,112.0,5,7,1,0.0,0.0,0.0,,
24.0,134.0,1,2,0,0.0,0.0,0.0,,
216.0,120.0,3,1,1,0.0,0.0,0.0,,
103.2,90.0,5,1,1,0.0,1.0,0.0,,
68.64,213.0,1,7,1,0.0,0.0,0.0,,
144.0,52.0,2,6,1,0.0,0.0,0.0,,
90.0,316.0,1,1,1,0.0,0.0,0.0,,
48.0,200.0,2,1,0,0.0,0.0,0.0,,
72.0,229.0,1,4,1,0.0,0.0,0.0,,
45.12,170.0,1,1,0,0.0,0.0,0.0,,
37.2,96.0,1,2,0,0.0,0.0,0.0,,
33.84,81.0,1,1,0,0.0,1.0,0.0,,
48.0,199.0,2,1,0,0.0,0.0,0.0,,
48.0,189.0,2,11,0,0.0,0.0,0.0,,
16.799999999999997,199.0,1,11,0,0.0,0.0,0.0,,
144.0,132.0,3,4,1,0.0,0.0,0.0,,
30.0,71.0,1,5,0,0.0,1.0,0.0,,
79.67999999999999,95.0,4,1,1,0.0,0.0,0.0,,
100.32,79.0,2,2,1,0.0,1.0,0.0,,
18.48,65.0,1,15,0,0.0,1.0,0.0,,
231.12,142.0,3,3,1,0.0,0.0,0.0,,
98.4,429.0,2,19,1,0.0,0.0,0.0,,
50.400000000000006,210.0,2,1,1,0.0,0.0,0.0,,
52.32000000000001,192.0,1,9,1,0.0,0.0,0.0,,
28.8,164.0,1,74,0,0.0,0.0,0.0,,
72.0,114.0,1,74,1,0.0,0.0,0.0,,
48.0,343.0,2,100,0,0.0,0.0,0.0,,
48.0,170.0,2,1,0,0.0,0.0,0.0,,
67.92,120.0,1,5,1,0.0,0.0,0.0,,
14.4,160.0,1,2,0,0.0,0.0,0.0,,
78.48,73.0,1,10,1,0.0,0.0,0.0,,
180.0,106.0,3,4,1,0.0,0.0,0.0,,
24.0,45.0,1,2,0,0.0,1.0,0.0,,
47.04,252.0,1,1,0,0.0,0.0,0.0,,
24.0,75.0,1,1,0,0.0,0.0,0.0,,
48.0,126.0,2,8,0,0.0,0.0,0.0,,
144.0,173.0,3,2,1,0.0,0.0,0.0,,
55.44,154.0,1,2,1,0.0,0.0,0.0,,
72.0,300.0,1,67,1,0.0,0.0,0.0,,
31.92,153.0,1,1,0,0.0,0.0,0.0,,
176.4,150.0,3,1,1,0.0,0.0,0.0,,
96.0,225.0,2,1,1,0.0,0.0,0.0,,
56.88,200.0,1,7,1,0.0,0.0,0.0,,
67.44,59.0,1,1,1,0.0,1.0,0.0,,
120.0,194.0,1,1,1,0.0,0.0,0.0,,
100.56,122.0,1,18,1,0.0,0.0,0.0,,
192.0,114.0,4,58,1,0.0,0.0,0.0,,
72.0,350.0,3,18,1,0.0,0.0,0.0,,
110.88,189.0,2,1,1,0.0,0.0,0.0,,
24.0,79.0,1,11,0,0.0,1.0,0.0,,
91.68,120.0,2,1,1,0.0,1.0,0.0,,
150.72,43.0,1,5,1,0.0,1.0,0.0,,
187.92,46.0,1,5,1,0.0,1.0,0.0,,
72.0,94.0,1,1,1,0.0,1.0,0.0,,
72.0,80.0,3,10,1,0.0,0.0,0.0,,
48.0,56.0,2,1,0,0.0,1.0,0.0,,
48.0,94.0,2,10,0,0.0,0.0,0.0,,
36.96,200.0,1,1,0,0.0,0.0,0.0,,
96.0,125.0,4,131,1,0.0,0.0,0.0,,
168.0,185.0,7,2,1,0.0,0.0,0.0,,
79.2,174.0,30,4,1,0.0,0.0,0.0,,
16.32,120.0,4,12,0,0.0,0.0,0.0,,
7.92,150.0,3,24,0,0.0,0.0,0.0,,
267.12,125.0,21,1,1,0.0,1.0,0.0,,
34.8,90.0,5,1,0,0.0,0.0,0.0,,
33.120000000000005,207.0,3,1,0,0.0,0.0,0.0,,
141.12,109.0,3,1,1,0.0,1.0,0.0,,
48.0,125.0,1,1,0,0.0,0.0,0.0,,
129.12,335.0,1,3,1,0.0,0.0,0.0,,
24.0,238.0,1,26,0,0.0,0.0,0.0,,
161.28,190.0,14,1,1,0.0,0.0,0.0,,
240.0,103.0,10,12,1,0.0,0.0,0.0,,
87.36,100.0,7,1,1,0.0,0.0,0.0,,
35.28,200.0,3,2,0,0.0,0.0,0.0,,
139.92000000000002,100.0,1,2,1,0.0,0.0,0.0,,
10.56,31.0,1,4,0,0.0,1.0,0.0,,
24.0,70.0,1,1,0,0.0,1.0,0.0,,
72.0,91.0,3,29,1,0.0,0.0,0.0,,
126.72,43.0,3,2,1,0.0,1.0,0.0,,
53.760000000000005,80.0,4,1,1,0.0,0.0,0.0,,
40.56,94.0,1,4,0,0.0,1.0,0.0,,
72.0,148.0,3,302,1,0.0,0.0,0.0,,
0.24,908.0,1,1,0,0.0,1.0,0.0,,
6.24,15.0,1,1,0,0.0,1.0,0.0,,
64.32000000000001,53.0,1,5,1,0.0,1.0,0.0,,
64.56,53.0,1,5,1,0.0,1.0,0.0,,
64.08,65.0,3,1,1,0.0,1.0,0.0,,
22.56,53.0,2,1,0,0.0,1.0,0.0,,
106.56,52.0,6,1,1,0.0,1.0,0.0,,
24.0,244.0,1,2,0,0.0,0.0,0.0,,
4.32,180.0,3,2,0,0.0,0.0,0.0,,
7.68,190.0,4,1,0,0.0,0.0,0.0,,
144.0,98.0,1,1,1,0.0,0.0,0.0,,
48.96,130.0,12,2,1,0.0,0.0,0.0,,
66.96000000000001,139.0,3,2,1,0.0,0.0,0.0,,
48.0,172.0,1,3,0,0.0,0.0,0.0,,
81.6,110.0,4,2,1,0.0,0.0,0.0,,
48.0,39.0,1,1,0,0.0,1.0,0.0,,
18.0,385.0,3,1,0,0.0,0.0,0.0,,
72.0,259.0,3,24,1,0.0,0.0,0.0,,
19.44,60.0,1,1,0,0.0,1.0,0.0,,
9.6,140.0,2,3,0,0.0,1.0,0.0,,
21.12,58.0,2,1,0,0.0,0.0,0.0,,
40.8,50.0,5,3,0,0.0,1.0,0.0,,
78.96,175.0,7,1,1,0.0,0.0,0.0,,
96.0,124.0,2,11,1,0.0,0.0,0.0,,
48.0,144.0,2,2,0,0.0,0.0,0.0,,
72.0,329.0,3,29,1,0.0,0.0,0.0,,
144.0,280.0,2,13,1,0.0,0.0,0.0,,
74.88,199.0,4,15,1,0.0,0.0,0.0,,
72.0,285.0,3,12,1,0.0,0.0,0.0,,
41.28,153.0,2,9,0,0.0,0.0,0.0,,
168.0,198.0,7,4,1,0.0,0.0,0.0,,
3.84,81.0,4,2,0,0.0,1.0,0.0,,
65.52,66.0,1,6,1,0.0,1.0,0.0,,
55.2,142.0,2,1,1,0.0,0.0,0.0,,
3.84,47.0,4,2,0,0.0,1.0,0.0,,
20.160000000000004,160.0,3,2,0,0.0,0.0,0.0,,
144.0,115.0,2,1,1,0.0,0.0,0.0,,
12.24,200.0,3,1,0,0.0,0.0,0.0,,
32.160000000000004,118.0,2,2,0,0.0,1.0,0.0,,
16.560000000000002,369.0,3,2,0,0.0,0.0,0.0,,
64.80000000000001,190.0,30,2,1,0.0,0.0,0.0,,
3494.4000000000005,62.0,65,1,1,0.0,1.0,0.0,,
9.6,76.0,2,3,0,0.0,1.0,0.0,,
96.0,100.0,2,1,1,0.0,0.0,0.0,,
21.12,60.0,1,3,0,0.0,1.0,0.0,,
144.0,137.0,2,26,1,0.0,0.0,0.0,,
24.0,66.0,1,1,0,0.0,1.0,0.0,,
210.0,100.0,5,2,1,0.0,0.0,0.0,,
51.6,395.0,5,1,1,0.0,0.0,0.0,,
72.0,134.0,3,20,1,0.0,0.0,0.0,,
52.56,130.0,3,1,1,0.0,0.0,0.0,,
48.0,101.0,2,6,0,0.0,0.0,0.0,,
21.6,100.0,9,1,0,0.0,0.0,0.0,,
48.0,103.0,1,4,0,0.0,0.0,0.0,,
72.0,121.0,3,16,1,0.0,0.0,0.0,,
48.0,60.0,1,1,0,0.0,1.0,0.0,,
24.0,65.0,1,4,0,0.0,1.0,0.0,,
120.0,76.0,1,1,1,0.0,0.0,0.0,,
96.0,261.0,2,2,1,0.0,0.0,0.0,,
105.84,159.0,1,1,1,0.0,0.0,0.0,,
24.0,237.0,1,3,0,0.0,0.0,0.0,,
720.0,114.0,30,4,1,0.0,0.0,0.0,,
1.44,51.0,1,2,0,0.0,1.0,0.0,,
48.0,84.0,1,2,0,0.0,1.0,0.0,,
4.32,45.0,2,3,0,0.0,1.0,0.0,,
48.0,74.0,1,1,0,0.0,0.0,0.0,,
56.64,40.0,2,1,1,0.0,1.0,0.0,,
87.84,193.0,2,5,1,0.0,0.0,0.0,,
72.0,156.0,3,1,1,0.0,0.0,0.0,,
94.32,41.0,3,4,1,0.0,1.0,0.0,,
33.84,72.0,3,5,0,0.0,1.0,0.0,,
79.92,55.0,1,2,1,0.0,1.0,0.0,,
41.99999999999999,100.0,5,1,0,0.0,0.0,0.0,,
43.68000000000001,100.0,13,2,0,0.0,0.0,0.0,,
181.44,89.0,21,1,1,0.0,0.0,0.0,,
136.79999999999998,95.0,3,1,1,0.0,0.0,0.0,,
36.0,124.0,3,7,0,0.0,0.0,0.0,,
48.0,67.0,2,8,0,0.0,1.0,0.0,,
62.400000000000006,350.0,5,1,1,0.0,0.0,0.0,,
90.0,236.0,5,2,1,0.0,0.0,0.0,,
67.20000000000002,170.0,14,1,1,0.0,0.0,0.0,,
48.0,95.0,2,26,0,0.0,0.0,0.0,,
48.0,98.0,1,4,0,0.0,0.0,0.0,,
48.0,133.0,2,1,0,0.0,0.0,0.0,,
144.0,468.0,3,2,1,0.0,0.0,0.0,,
78.72,46.0,4,2,1,0.0,1.0,0.0,,
108.0,230.0,3,1,1,0.0,0.0,0.0,,
3.6,434.0,5,3,0,0.0,0.0,0.0,,
3.84,99.0,2,4,0,0.0,1.0,0.0,,
6.000000000000001,40.0,5,1,0,0.0,1.0,0.0,,
48.0,226.0,2,1,0,0.0,0.0,0.0,,
288.0,260.0,3,14,1,0.0,0.0,0.0,,
94.08,49.0,2,2,1,0.0,1.0,0.0,,
73.44,190.0,1,3,1,0.0,0.0,0.0,,
12.96,807.0,3,1,0,0.0,0.0,0.0,,
96.0,141.0,1,1,1,0.0,0.0,0.0,,
1123.2,250.0,90,2,1,0.0,0.0,0.0,,
18.72,185.0,2,1,0,0.0,0.0,0.0,,
72.0,175.0,3,7,1,0.0,0.0,0.0,,
72.0,157.0,3,302,1,0.0,0.0,0.0,,
144.0,180.0,3,1,1,0.0,0.0,0.0,,
101.28,44.0,1,1,1,0.0,1.0,0.0,,
38.88,350.0,2,1,0,0.0,0.0,0.0,,
48.0,110.0,1,1,0,0.0,0.0,0.0,,
11.52,265.0,6,1,0,0.0,0.0,0.0,,
14.4,258.0,4,7,0,0.0,0.0,0.0,,
48.0,65.0,2,3,0,0.0,1.0,0.0,,
288.0,51.0,6,2,1,0.0,1.0,0.0,,
96.0,303.0,2,3,1,0.0,0.0,0.0,,
35.28,80.0,7,4,0,0.0,1.0,0.0,,
4.8,165.0,5,4,0,0.0,0.0,0.0,,
7.439999999999999,274.0,1,6,0,0.0,1.0,0.0,,
48.0,70.0,1,2,0,0.0,1.0,0.0,,
174.24,49.0,2,1,1,0.0,1.0,0.0,,
34.56,280.0,4,13,0,0.0,0.0,0.0,,
90.72,52.0,7,3,1,0.0,1.0,0.0,,
134.4,175.0,10,2,1,0.0,0.0,0.0,,
17.28,100.0,3,2,0,0.0,1.0,0.0,,
151.20000000000002,61.0,5,1,1,0.0,1.0,0.0,,
18.24,350.0,2,1,0,0.0,0.0,0.0,,
216.0,75.0,4,8,1,0.0,1.0,0.0,,
4.8,320.0,5,72,0,0.0,0.0,0.0,,
88.56,130.0,3,1,1,0.0,0.0,0.0,,
48.0,153.0,2,1,0,0.0,1.0,0.0,,
48.0,290.0,1,2,0,0.0,0.0,0.0,,
2419.2000000000003,99.0,90,1,1,0.0,0.0,0.0,,
6.48,215.0,3,1,0,0.0,0.0,0.0,,
24.0,213.0,1,2,0,0.0,1.0,0.0,,
24.0,82.0,1,1,0,0.0,1.0,0.0,,
72.0,129.0,3,3,1,0.0,0.0,0.0,,
41.75999999999999,93.0,3,1,0,0.0,1.0,0.0,,
1.44,35.0,1,1,0,0.0,1.0,0.0,,
24.0,53.0,1,2,0,0.0,1.0,0.0,,
6220.8,74.0,180,6,1,0.0,0.0,0.0,,
126.72,143.0,4,1,1,0.0,0.0,0.0,,
21.6,220.0,3,2,0,0.0,0.0,0.0,,
5.76,153.0,2,1,0,0.0,0.0,0.0,,
16.32,420.0,4,1,0,0.0,0.0,0.0,,
125.76,106.0,2,19,1,0.0,0.0,0.0,,
24.0,50.0,1,2,0,0.0,1.0,0.0,,
119.04,100.0,4,1,1,0.0,0.0,0.0,,
19.44,135.0,3,1,0,0.0,0.0,0.0,,
33.120000000000005,190.0,3,2,0,0.0,0.0,0.0,,
86.4,69.0,4,12,1,0.0,1.0,0.0,,
35.52,179.0,2,10,0,0.0,0.0,0.0,,
2.88,100.0,1,1,0,0.0,1.0,0.0,,
48.0,63.0,1,1,0,0.0,1.0,0.0,,
64.32000000000001,152.0,4,1,1,0.0,0.0,0.0,,
44.39999999999999,171.0,5,92,0,0.0,0.0,0.0,,
24.96,94.0,2,1,0,0.0,1.0,0.0,,
60.48,59.0,2,1,1,0.0,1.0,0.0,,
33.12,151.0,2,1,0,0.0,0.0,0.0,,
35.28,35.0,1,1,0,0.0,1.0,0.0,,
17.28,218.0,2,1,0,0.0,0.0,0.0,,
148.32,150.0,3,3,1,0.0,0.0,0.0,,
48.0,219.0,2,1,0,0.0,0.0,0.0,,
113.76,219.0,3,1,1,0.0,0.0,0.0,,
35.04,45.0,2,2,0,0.0,1.0,0.0,,
1.92,55.0,1,3,0,0.0,0.0,1.0,,
25.200000000000003,63.0,1,4,0,0.0,1.0,0.0,,
43.2,57.0,2,1,0,0.0,1.0,0.0,,
40.32,600.0,28,3,0,0.0,0.0,0.0,,
37.44,63.0,4,12,0,0.0,1.0,0.0,,
82.56,50.0,2,2,1,0.0,1.0,0.0,,
8.64,200.0,2,1,0,0.0,0.0,0.0,,
41.76,150.0,29,1,0,0.0,0.0,0.0,,
38.88,300.0,2,1,0,0.0,0.0,0.0,,
100.79999999999998,285.0,14,2,1,0.0,0.0,0.0,,
63.36,79.0,3,11,1,0.0,1.0,0.0,,
6.48,53.0,3,1,0,0.0,1.0,0.0,,
29.76,51.0,1,1,0,0.0,1.0,0.0,,
18.0,400.0,5,1,0,0.0,0.0,0.0,,
40.8,105.0,10,1,0,0.0,0.0,0.0,,
2.88,218.0,2,3,0,0.0,0.0,0.0,,
115.2,70.0,4,1,1,0.0,1.0,0.0,,
27.84,232.0,2,2,0,0.0,0.0,0.0,,
3.3600000000000003,154.0,1,1,0,0.0,0.0,0.0,,
30.24,130.0,14,1,0,0.0,0.0,0.0,,
27.6,201.0,1,3,0,0.0,0.0,0.0,,
40.8,35.0,5,1,0,0.0,1.0,0.0,,
61.92,49.0,3,5,1,0.0,1.0,0.0,,
3.3600000000000003,86.0,2,1,0,0.0,1.0,0.0,,
33.12,63.0,1,1,0,0.0,1.0,0.0,,
3.3600000000000003,309.0,2,1,0,0.0,0.0,0.0,,
109.44,140.0,4,1,1,0.0,0.0,0.0,,
3.12,61.0,1,1,0,0.0,1.0,0.0,,
10.080000000000002,300.0,3,1,0,0.0,0.0,0.0,,
12.0,195.0,2,1,0,0.0,0.0,0.0,,
38.88,60.0,3,1,0,0.0,1.0,0.0,,
51.12,164.0,3,1,1,0.0,0.0,0.0,,
1.44,133.0,1,11,0,0.0,1.0,0.0,,
20.16,325.0,7,2,0,0.0,0.0,0.0,,
100.8,189.0,4,10,1,0.0,0.0,0.0,,
36.96,1449.0,14,349,0,0.0,0.0,0.0,,
19.44,75.0,1,5,0,0.0,1.0,0.0,,
10.56,110.0,2,1,0,0.0,0.0,0.0,,
78.48000000000002,41.0,3,1,1,0.0,1.0,0.0,,
99.12,200.0,7,3,1,0.0,0.0,0.0,,
178.08,121.0,7,1,1,0.0,0.0,0.0,,
21.6,311.0,3,1,0,0.0,0.0,0.0,,
26.4,275.0,5,1,0,0.0,0.0,0.0,,
305.28000000000003,37.0,8,3,1,0.0,1.0,0.0,,
100.79999999999998,155.0,3,1,1,0.0,0.0,0.0,,
25.200000000000003,78.0,1,2,0,0.0,1.0,0.0,,
66.24000000000001,227.0,3,26,1,0.0,0.0,0.0,,
5.040000000000001,90.0,3,1,0,0.0,1.0,0.0,,
7.199999999999999,329.0,2,24,0,0.0,0.0,0.0,,
25.200000000000003,150.0,21,1,0,0.0,0.0,0.0,,
138.96,85.0,3,2,1,0.0,1.0,0.0,,
58.08,36.0,2,3,1,0.0,1.0,0.0,,
29.04,43.0,1,2,0,0.0,1.0,0.0,,
45.12,156.0,2,1,0,0.0,0.0,0.0,,
231.84,70.0,7,1,1,0.0,1.0,0.0,,
22.800000000000004,70.0,5,1,0,0.0,1.0,0.0,,
93.6,45.0,15,2,1,0.0,1.0,0.0,,
51.36,51.0,2,2,1,0.0,1.0,0.0,,
21.6,30.0,5,2,0,0.0,1.0,0.0,,
6.72,60.0,7,4,0,0.0,1.0,0.0,,
0.96,32.0,1,3,0,0.0,1.0,0.0,,
44.16,85.0,2,7,0,0.0,0.0,0.0,,
44.16,150.0,2,2,0,0.0,1.0,0.0,,
723.6000000000001,54.0,45,1,1,0.0,1.0,0.0,,
143.04,79.0,4,1,1,0.0,1.0,0.0,,
52.8,99.0,2,1,1,0.0,0.0,0.0,,
21.12,382.0,4,1,0,0.0,0.0,0.0,,
48.24000000000001,60.0,3,2,1,0.0,1.0,0.0,,
19.200000000000003,90.0,2,1,0,0.0,0.0,0.0,,
77.28,120.0,7,2,1,0.0,0.0,0.0,,
475.2000000000001,110.0,11,1,1,0.0,0.0,0.0,,
16.799999999999997,103.0,2,1,0,0.0,0.0,0.0,,
41.76,60.0,2,3,0,0.0,1.0,0.0,,
10.56,393.0,4,1,0,0.0,0.0,0.0,,
41.76,53.0,1,5,0,0.0,1.0,0.0,,
8.64,300.0,3,1,0,0.0,0.0,0.0,,
27.360000000000003,278.0,3,1,0,0.0,0.0,0.0,,
36.72,607.0,3,2,0,0.0,0.0,0.0,,
56.88,285.0,3,2,1,0.0,0.0,0.0,,
43.2,195.0,3,2,0,0.0,0.0,0.0,,
40.56,250.0,1,1,0,0.0,0.0,0.0,,
29.76,42.0,1,4,0,0.0,1.0,0.0,,
95.76,119.0,7,2,1,0.0,1.0,0.0,,
1852.56,140.0,83,1,1,0.0,0.0,0.0,,
5.28,60.0,1,2,0,0.0,1.0,0.0,,
10.08,38.0,2,2,0,0.0,1.0,0.0,,
57.12,179.0,2,1,1,0.0,0.0,0.0,,
101.76,188.0,4,15,1,0.0,0.0,0.0,,
12.0,120.0,1,2,0,0.0,1.0,0.0,,
13.44,139.0,1,1,0,0.0,0.0,0.0,,
39.84,45.0,2,3,0,0.0,1.0,0.0,,
11.04,61.0,2,1,0,0.0,1.0,0.0,,
60.48,28.0,4,2,1,0.0,1.0,0.0,,
43.68,78.0,2,2,0,0.0,1.0,0.0,,
36.48,215.0,4,2,0,0.0,0.0,0.0,,
112.8,99.0,5,7,1,0.0,0.0,0.0,,
63.36,55.0,2,2,1,0.0,1.0,0.0,,
5.76,161.0,6,1,0,0.0,0.0,0.0,,
7.199999999999999,100.0,5,1,0,0.0,0.0,0.0,,
33.120000000000005,38.0,3,2,0,0.0,1.0,0.0,,
226.8,69.0,21,2,1,0.0,1.0,0.0,,
38.64,325.0,7,3,0,0.0,0.0,0.0,,
38.64,119.0,7,1,0,0.0,0.0,0.0,,
43.2,147.0,4,1,0,0.0,0.0,0.0,,
124.8,88.0,20,1,1,0.0,0.0,0.0,,
38.88,110.0,2,1,0,0.0,0.0,0.0,,
24.48,59.0,1,2,0,0.0,1.0,0.0,,
6.48,250.0,3,2,0,0.0,0.0,0.0,,
48.0,102.0,1,1,0,0.0,0.0,0.0,,
66.72,65.0,2,1,1,0.0,1.0,0.0,,
1792.7999999999995,175.0,90,1,1,0.0,0.0,0.0,,
42.24,83.0,2,2,0,0.0,0.0,0.0,,
49.44,175.0,2,1,1,0.0,0.0,0.0,,
95.04,130.0,3,1,1,0.0,0.0,0.0,,
114.24,197.0,7,1,1,0.0,0.0,0.0,,
13.44,191.0,7,2,0,0.0,0.0,0.0,,
149.76,110.0,4,2,1,0.0,1.0,0.0,,
36.0,189.0,5,2,0,0.0,0.0,0.0,,
26.88,135.0,7,1,0,0.0,0.0,0.0,,
4.5600000000000005,55.0,1,5,0,0.0,1.0,0.0,,
778.8,57.0,55,1,1,0.0,1.0,0.0,,
23.52,65.0,2,5,0,0.0,1.0,0.0,,
36.0,85.0,3,1,0,0.0,0.0,0.0,,
28.800000000000004,96.0,6,2,0,0.0,1.0,0.0,,
57.60000000000001,192.0,3,1,1,0.0,0.0,0.0,,
35.04,45.0,2,2,0,0.0,1.0,0.0,,
16.560000000000002,65.0,3,3,0,0.0,0.0,0.0,,
19.68,120.0,2,1,0,0.0,0.0,0.0,,
30.72,200.0,4,1,0,0.0,0.0,0.0,,
113.28,50.0,2,1,1,0.0,1.0,0.0,,
102.24,95.0,1,1,1,1.0,0.0,0.0,,
897.6,62.0,55,1,1,0.0,0.0,0.0,,
133.92000000000002,199.0,6,2,1,0.0,0.0,0.0,,
3.84,127.0,2,1,0,0.0,0.0,0.0,,
55.44,150.0,7,2,1,0.0,0.0,0.0,,
12.0,40.0,1,1,0,0.0,1.0,0.0,,
4.800000000000001,55.0,1,2,0,0.0,1.0,0.0,,
93.12,40.0,2,1,1,0.0,1.0,0.0,,
55.44,70.0,3,1,1,0.0,1.0,0.0,,
3.3600000000000003,65.0,1,1,0,0.0,1.0,0.0,,
60.48,70.0,7,1,1,0.0,1.0,0.0,,
9.6,150.0,2,1,0,0.0,0.0,0.0,,
127.68,179.0,4,1,1,0.0,0.0,0.0,,
61.92,75.0,2,7,1,0.0,0.0,0.0,,
46.08,165.0,6,1,0,0.0,0.0,0.0,,
42.0,120.0,7,1,0,0.0,1.0,0.0,,
16.32,56.0,4,1,0,0.0,0.0,0.0,,
109.44,175.0,3,3,1,0.0,0.0,0.0,,
35.52,220.0,2,2,0,0.0,0.0,0.0,,
80.16,50.0,2,2,1,0.0,1.0,0.0,,
134.40000000000003,100.0,28,1,1,0.0,0.0,0.0,,
43.2,162.0,3,10,0,0.0,0.0,0.0,,
14.4,83.0,2,2,0,0.0,1.0,0.0,,
30.24,105.0,2,2,0,0.0,0.0,0.0,,
128.64,74.0,2,2,1,0.0,1.0,0.0,,
12.000000000000002,200.0,5,1,0,0.0,0.0,0.0,,
115.20000000000002,500.0,3,2,1,0.0,0.0,0.0,,
12.24,301.0,3,5,0,0.0,0.0,0.0,,
2.88,230.0,2,1,0,0.0,0.0,0.0,,
75.84,112.0,1,5,1,0.0,0.0,0.0,,
7.92,65.0,1,2,0,0.0,1.0,0.0,,
7.68,169.0,4,2,0,0.0,0.0,0.0,,
97.43999999999998,190.0,7,2,1,0.0,0.0,0.0,,
16.32,400.0,2,1,0,0.0,0.0,0.0,,
43.92,177.0,1,4,0,0.0,0.0,0.0,,
5.5200000000000005,130.0,1,4,0,0.0,1.0,0.0,,
250.32,144.0,7,13,1,0.0,0.0,0.0,,
64.08,61.0,3,1,1,0.0,1.0,0.0,,
2.88,90.0,4,1,0,0.0,0.0,0.0,,
38.88,170.0,2,1,0,0.0,0.0,0.0,,
43.92,45.0,3,3,0,0.0,1.0,0.0,,
1.44,200.0,1,1,0,0.0,0.0,0.0,,
54.720000000000006,111.0,3,6,1,0.0,0.0,0.0,,
33.12,35.0,2,3,0,0.0,1.0,0.0,,
17.759999999999998,295.0,1,1,0,0.0,0.0,0.0,,
9.6,250.0,4,1,0,0.0,0.0,0.0,,
4.32,195.0,3,1,0,0.0,0.0,0.0,,
108.48,120.0,4,1,1,0.0,0.0,0.0,,
27.6,329.0,5,1,0,0.0,0.0,0.0,,
34.56,108.0,1,3,0,0.0,0.0,0.0,,
128.88,97.0,3,1,1,0.0,0.0,0.0,,
48.0,365.0,1,2,0,0.0,0.0,0.0,,
13.2,50.0,1,3,0,0.0,1.0,0.0,,
74.16,125.0,3,1,1,0.0,1.0,0.0,,
103.44,53.0,1,10,1,0.0,1.0,0.0,,
15.6,278.0,5,1,0,0.0,0.0,0.0,,
9.36,45.0,1,2,0,0.0,1.0,0.0,,
64.80000000000001,110.0,30,1,1,0.0,0.0,0.0,,
40.32,45.0,2,1,0,0.0,1.0,0.0,,
19.44,53.0,3,2,0,0.0,1.0,0.0,,
60.48,195.0,3,1,1,0.0,0.0,0.0,,
50.39999999999999,289.0,3,2,1,0.0,0.0,0.0,,
48.96,68.0,3,1,1,0.0,1.0,0.0,,
2.4,272.0,5,92,0,0.0,0.0,0.0,,
30.96,111.0,3,1,0,0.0,1.0,0.0,,
256.32,283.0,89,1,1,0.0,0.0,0.0,,
13.68,70.0,3,3,0,0.0,1.0,0.0,,
10.8,150.0,1,1,0,0.0,0.0,0.0,,
50.39999999999999,225.0,14,48,1,0.0,0.0,0.0,,
134.40000000000003,157.0,28,15,1,0.0,0.0,0.0,,
37.44,1200.0,3,349,0,0.0,0.0,0.0,,
14.4,84.0,2,6,0,0.0,0.0,0.0,,
33.599999999999994,325.0,2,1,0,0.0,0.0,0.0,,
25.44,64.0,2,6,0,0.0,0.0,0.0,,
21.6,100.0,5,2,0,0.0,0.0,0.0,,
145.44,65.0,3,1,1,0.0,1.0,0.0,,
50.4,95.0,5,9,1,0.0,0.0,0.0,,
139.68,83.0,2,1,1,0.0,1.0,0.0,,
6.72,300.0,14,48,0,0.0,0.0,0.0,,
68.16,174.0,4,36,1,0.0,0.0,0.0,,
43.92,68.0,3,4,0,0.0,1.0,0.0,,
29.76,63.0,2,4,0,0.0,1.0,0.0,,
112.8,120.0,5,1,1,0.0,0.0,0.0,,
82.08,65.0,3,1,1,0.0,1.0,0.0,,
53.76,853.0,7,349,1,0.0,0.0,0.0,,
672.0,40.0,28,3,1,0.0,1.0,0.0,,
114.24,75.0,2,1,1,0.0,1.0,0.0,,
22.56,400.0,2,1,0,0.0,0.0,0.0,,
1.2,250.0,5,1,0,0.0,0.0,0.0,,
24.0,40.0,1,1,0,0.0,1.0,0.0,,
93.6,66.0,5,1,1,0.0,0.0,0.0,,
0.72,95.0,1,1,0,0.0,1.0,0.0,,
134.4,325.0,5,2,1,0.0,0.0,0.0,,
7.439999999999999,70.0,1,2,0,0.0,1.0,0.0,,
9.6,175.0,5,47,0,0.0,0.0,0.0,,
58.32000000000001,166.0,3,2,1,0.0,0.0,0.0,,
77.03999999999999,169.0,3,26,1,0.0,0.0,0.0,,
2.88,150.0,1,3,0,0.0,1.0,0.0,,
