id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,estimated_nights_booked
802789321200724159,Rental unit in Greater London · ★4.89 · 2 bedrooms · 3 beds · 2 baths,40350717,Jarvis,,Ealing,51.52185244103777,-0.2618566809509293,Entire home/apt,276.0,5,9,2023-09-30,1.1,22,357,9,,132
802825323681229334,Rental unit in Greater London · ★4.27 · 2 bedrooms · 2 beds · 1 bath,489558439,Imba,,Camden,51.53466682807321,-0.1379036028517433,Entire home/apt,306.0,2,22,2023-10-04,2.08,35,303,22,,99
803475787912346547,Rental unit in Greater London · ★4.75 · 2 bedrooms · 2 beds · 1 bath,437247569,Kim,,Brent,51.55372290935672,-0.2811099602492687,Entire home/apt,216.0,2,20,2023-12-04,1.94,2,233,20,,93
809225581322186182,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,22438816,Eric,,Wandsworth,51.46951689151862,-0.1783069252823918,Private room,85.0,3,16,2023-12-10,1.55,5,73,16,,111
809284738818556883,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,501278935,Terry,,Tower Hamlets,51.51798622179901,-0.0269075057837908,Entire home/apt,124.0,4,15,2023-12-07,1.62,2,58,15,,155
810884352190352521,Home in Greater London · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,204814994,Brian,,Ealing,51.50385,-0.31211,Private room,81.0,2,16,2023-11-30,2.2,1,110,16,,105
810908000812970900,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,319597384,Alireza,,Brent,51.56360751701904,-0.265117133160117,Entire home/apt,125.0,4,9,2023-11-02,1.18,9,132,9,,113
812908744134462722,Rental unit in Greater London · ★4.89 · 1 bedroom · 1 bed · 1 private bath,61835492,Anwar,,Lambeth,51.4315723,-0.1154563,Private room,75.0,7,9,2023-11-15,1.13,1,348,9,,189
813119264613200394,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,498116333,Sanah,,Hounslow,51.46150919111267,-0.3840567945275969,Private room,70.0,20,12,2023-07-31,1.17,1,334,12,,561
814283355775589972,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,92982853,Max,,Hackney,51.55387671201149,-0.074365645246838,Entire home/apt,100.0,14,3,2023-09-25,0.38,1,126,3,,127
814315756033028216,Rental unit in Greater London · ★4.77 · 3 bedrooms · 4 beds · 1.5 baths,282403697,Daniel,,Camden,51.5410463,-0.1763983,Entire home/apt,336.0,1,47,2023-11-05,4.49,74,166,47,,107
33709711,Rental unit in Greater London · ★4.23 · 1 bedroom · 1 bed · 1 bath,104771301,Li,,Westminster,51.51951,-0.16869,Entire home/apt,146.0,4,66,2023-04-30,1.18,47,258,5,,113
33712236,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,5185211,Hugo,,Waltham Forest,51.56929,-0.02892,Entire home/apt,90.0,80,9,2022-07-31,0.16,1,101,0,,307
816801743219627981,Home in Greater London · ★4.97 · 1 bedroom · 1 bed · 3.5 shared baths,135918133,Daisy,,Waltham Forest,51.60720673411188,-0.0143291528555669,Private room,39.0,1,60,2023-12-03,5.79,5,24,60,,138
34271274,Serviced apartment in Greater London · ★4.84 · 1 bedroom · 2 beds · 1 bath,32324559,Nick,,Kensington and Chelsea,51.48482,-0.17401,Entire home/apt,159.0,5,50,2023-12-05,0.93,1,136,34,,111
820682456411687252,Condo in Greater London · ★4.91 · 2 bedrooms · 2 beds · 2 baths,391398981,Elle,,Westminster,51.49636575067812,-0.1534923754392867,Entire home/apt,466.0,6,11,2023-08-27,1.63,1,20,11,,234
820978391347451273,Home in Greater London · ★4.37 · 1 bedroom · 1 bed · 1 shared bath,499851313,Zoila,,Croydon,51.3873266054328,-0.1171514758234955,Private room,37.0,1,59,2023-11-22,6.12,2,163,59,,146
820982121175879692,Rental unit in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 bath,4086714,Julia,,Brent,51.573412400360255,-0.2693012624178029,Entire home/apt,63.0,3,16,2023-10-18,1.73,13,257,16,,124
34498367,Rental unit in Greater London · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,3779475,Kyle,,Westminster,51.525320556122885,-0.1813930117839886,Private room,94.0,2,110,2023-10-13,1.97,9,47,26,,94
820988047629717539,Home in Greater London · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,353194332,Paul,,Enfield,51.63722322229923,-0.0793675405704563,Entire home/apt,202.0,7,3,2023-10-08,0.88,1,77,3,,147
34781585,Condo in Greater London · ★4.50 · 1 bedroom · 1 bed · 1 bath,9282963,Catherine,,Tower Hamlets,51.51655,-0.02849,Entire home/apt,110.0,12,4,2023-05-29,0.34,1,1,4,,97
822363392422895135,Rental unit in Greater London · ★3.92 · 1 bedroom · 1 bed · 1 bath,47719225,Zarah,,Southwark,51.46475119999999,-0.0769219999999999,Entire home/apt,130.0,3,12,2023-07-16,1.29,1,364,12,,92
823788310494150351,Home in Greater London · ★4.91 · 2 bedrooms · 2 beds · 2 baths,498237996,James,,Lambeth,51.45237805615334,-0.1040622018893259,Entire home/apt,124.0,3,11,2023-12-03,2.04,37,4,11,,146
823958697064977205,Rental unit in Greater London · ★4.57 · 2 bedrooms · 3 beds · 2 baths,468906572,Conor,,Westminster,51.51045,-0.12626,Entire home/apt,225.0,2,21,2023-10-30,2.1,3,341,21,,100
824375306305037330,Rental unit in Greater London · ★4.78 · 1 bedroom · 1 bed · 1 bath,99648193,Ella,,Hammersmith and Fulham,51.49663340571689,-0.22927951772155,Entire home/apt,148.0,2,23,2023-11-25,3.07,1,310,23,,147
826154596570199900,Condo in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 private bath,2285298,Jamal,,Wandsworth,51.45650055941693,-0.1949717849493026,Private room,65.0,7,5,2023-10-15,0.65,1,89,5,,109
826644520007797881,Rental unit in Greater London · ★4.60 · 1 bedroom · 1 bed · 1 bath,431023083,Dwain,,Islington,51.57207004328538,-0.1232307404279708,Entire home/apt,198.0,30,5,2023-05-29,0.54,1,84,5,,388
826745694967140955,Condo in Greater London · ★4.67 · 2 bedrooms · 3 beds · 1 bath,24203465,Tanjir,,Ealing,51.501492062209714,-0.3699512041509368,Entire home/apt,110.0,7,6,2023-10-02,0.73,2,361,6,,122
827322747018957578,Rental unit in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 bath,23883884,S,,Barnet,51.58323780356062,-0.2298775675736353,Entire home/apt,80.0,7,10,2023-11-13,1.13,26,66,10,,189
827331428323837978,Rental unit in Greater London · ★4.50 · 1 bedroom · 1 bed · 1 bath,23883884,S,,Barnet,51.5834,-0.23005,Entire home/apt,80.0,7,6,2023-10-15,0.9,26,77,6,,151
34824832,Townhouse in London · ★4.92 · 1 bedroom · 1 bed · 0 shared baths,5420139,Roya,,Ealing,51.5223,-0.3191,Private room,45.0,21,24,2023-09-15,0.43,1,292,6,,216
832695371036213092,Rental unit in Greater London · ★4.60 · 2 bedrooms · 4 beds · 1 bath,476501006,Selina,,Tower Hamlets,51.53513521262937,-0.0283471803554971,Entire home/apt,245.0,7,5,2023-09-05,0.74,7,174,5,,124
832743505016039142,Rental unit in Greater London · ★4.50 · 2 bedrooms · 2 beds · 1 bath,495342086,City,,Wandsworth,51.4618668186833,-0.172718246353178,Entire home/apt,218.0,2,18,2023-11-05,2.18,9,351,18,,104
833245778535440490,Rental unit in Greater London · ★4.78 · 1 bedroom · 1 bed · 1 bath,184308271,Ben,,Richmond upon Thames,51.468416724328,-0.2549355564834688,Entire home/apt,160.0,2,23,2023-11-24,2.73,1,57,23,,131
833619260879436388,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,502542572,J,,Enfield,51.61183276945882,-0.1159861228132329,Entire home/apt,92.0,10,5,2023-09-30,0.93,1,315,5,,223
837079557197548150,Condo in Greater London · ★4.85 · 1 bedroom · 2 beds · 1 bath,503274153,Rasheed,,Croydon,51.384762536537394,-0.1002952910156151,Entire home/apt,94.0,3,13,2023-12-06,2.83,2,107,13,,203
837349545419658031,Condo in Greater London · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,188731827,Julie,,Brent,51.5363742,-0.2242251,Private room,60.0,2,43,2023-11-26,5.92,1,326,43,,284
838076509451655837,Rental unit in Greater London · ★4.56 · 4 bedrooms · 7 beds · 2 baths,480944712,Dean,,Hackney,51.5543817,-0.0428255,Entire home/apt,235.0,15,9,2023-11-22,1.39,7,256,9,,500
840649474020792550,Rental unit in London · ★4.86 · 3 bedrooms · 5 beds · 2 baths,451196901,Rosita,,Brent,51.56439402517231,-0.2710066086932748,Entire home/apt,154.0,4,14,2023-11-21,1.69,10,91,14,,162
842559735875682172,"Rental unit in Juniper Drive, · ★4.80 · 1 bedroom · 3 beds · 1 bath",269308503,Michael,,Wandsworth,51.464983117101546,-0.1829159252598583,Entire home/apt,192.0,14,5,2023-11-19,0.54,208,335,5,,181
843343035128072388,Condo in Greater London · ★4.55 · 1 bedroom · 1 bed · 1.5 shared baths,394553633,Haylton,,Westminster,51.4862,-0.13649,Private room,71.0,6,20,2023-11-17,3.06,2,75,20,,440
844567313932243879,Rental unit in Greater London · ★4.57 · 1 bedroom · 1 bed · 1 bath,427749210,Stay Plus,,City of London,51.51030852353127,-0.0961548462510109,Entire home/apt,188.0,5,28,2023-12-03,3.91,2,278,28,,469
845505154271633432,Rental unit in London · ★4.96 · 1 bedroom · 1 bed · 2 shared baths,19583485,Lisa,,Westminster,51.518801657395805,-0.166762596412678,Private room,80.0,3,24,2023-12-07,6.1,24,89,24,,439
35253921,Rental unit in Greater London · ★4.91 · 2 bedrooms · 3 beds · 2 baths,265404253,Tony,,City of London,51.51458,-0.07812,Entire home/apt,276.0,3,214,2023-11-30,4.02,1,33,70,,289
845544018876589167,Cabin in Woodford · ★4.97 · 1 bedroom · 2 beds · 1 bath,297824681,Paul,,Redbridge,51.60505,0.0291,Entire home/apt,80.0,2,29,2023-11-25,5.72,1,126,29,,274
845680250352907518,Rental unit in Greater London · ★4.92 · 2 bedrooms · 2 beds · 2 baths,505068508,Jojo,,Tower Hamlets,51.51235,0.0004,Entire home/apt,191.0,1,12,2023-12-07,6.1,1,271,12,,146
846834270087464008,Rental unit in Greater London · ★4.95 · 1 bedroom · 1 bed · 1 bath,475823045,Natalia,,Westminster,51.510774058549686,-0.1274183392524719,Entire home/apt,217.0,2,61,2023-12-07,7.12,3,321,61,,341
853051483036916370,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,421379751,London Dream Vacations,,Westminster,51.51630514360883,-0.1383327690351515,Entire home/apt,846.0,5,14,2023-12-01,1.6,6,182,14,,192
35325684,Rental unit in Greater London · ★4.82 · 2 bedrooms · 2 beds · 1 bath,127222417,Henry,,Southwark,51.491055,-0.096218,Entire home/apt,189.0,3,99,2023-11-26,1.94,4,311,44,,139
35800010,Rental unit in London · ★4.77 · 2 bedrooms · 5 beds · 1 bath,269308503,Michael,,Tower Hamlets,51.51743,-0.07716,Entire home/apt,228.0,14,35,2023-01-06,0.64,208,319,1,,215
856608603310003807,Home in Greater London · ★4.98 · 1 bedroom · 1 bed · 1 private bath,63331493,Shangeetha,,Merton,51.39793656778035,-0.2115106210112571,Private room,54.0,2,40,2023-08-13,4.71,1,209,40,,226
856631031974827821,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,361623703,Pinar,,Islington,51.53711122092459,-0.1027946546673774,Entire home/apt,225.0,3,14,2023-09-24,1.83,1,15,14,,131
36071103,Rental unit in Greater London · ★4.89 · 1 bedroom · 1 bed · 1 bath,26473248,Ric,,Westminster,51.52008,-0.14062,Entire home/apt,120.0,62,18,2023-10-10,0.34,2,204,2,,505
858713644244257703,Rental unit in Greater London · ★4.55 · 3 bedrooms · 5 beds · 2 baths,3851320,Kenny,,Westminster,51.51655670701761,-0.1813266190404882,Entire home/apt,536.0,2,20,2023-11-02,2.53,2,297,20,,121
46633721,Rental unit in Greater London · ★4.61 · Studio · 1 bed · 1 bath,325515241,Alex,,Hackney,51.52452,-0.08084,Entire home/apt,87.0,1,118,2023-12-01,4.78,38,206,73,,114
863834294718990641,Rental unit in Greater London · ★4.79 · 1 bedroom · 1 bed · 1 private bath,92967793,Sarah,,Lambeth,51.488469240488406,-0.1099230944745528,Private room,62.0,1,42,2023-12-04,8.57,19,291,42,,205
864246922114413450,Condo in Greater London · 2 bedrooms · 2 beds · 1 bath,477923239,Yizhong,,Newham,51.516248857981125,0.0124179215036191,Entire home/apt,215.0,3,2,2023-11-10,1.58,2,50,2,,113
864286922092043095,Rental unit in Greater London · ★4.81 · 2 bedrooms · 2 beds · 1 bath,158726532,Eneyi,,Croydon,51.3680872,-0.0988843,Entire home/apt,140.0,2,16,2023-08-27,2.04,3,323,16,,97
47527135,Rental unit in London · ★4.92 · 1 bedroom · 1 bed · 1 bath,269308503,Michael,,Islington,51.52538,-0.09723,Entire home/apt,446.0,14,12,2023-11-04,0.35,208,361,7,,117
47568182,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,18739966,Syed,,Tower Hamlets,51.52088,-0.06993,Private room,75.0,25,1,2023-10-06,0.45,2,159,1,,270
48142963,Rental unit in Greater London · ★4.54 · 2 bedrooms · 4 beds · 2 baths,280657820,Raphael,,Kensington and Chelsea,51.49458,-0.19531,Entire home/apt,290.0,4,46,2023-11-20,3.01,15,200,29,,288
867581687546322239,Rental unit in Greater London · ★4.80 · 2 bedrooms · 3 beds · 1 bath,188777099,Edward,,Islington,51.5453391,-0.1100857,Entire home/apt,161.0,90,10,2023-11-21,1.55,1,175,10,,3348
867760727444785370,Home in Greater London · ★4.80 · 3 bedrooms · 3 beds · 1.5 baths,509673840,Tony,,Lewisham,51.43159717708384,-0.0030366505707993,Entire home/apt,186.0,2,15,2023-10-28,1.97,1,53,15,,94
48641531,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,18271924,Dimitry,,Westminster,51.51434,-0.17664,Entire home/apt,385.0,3,42,2023-12-08,1.42,1,231,13,,102
48660477,Rental unit in Greater London · ★4.90 · 1 bedroom · 1 bed · 1 bath,215103867,David,,Kensington and Chelsea,51.49315,-0.18672,Entire home/apt,229.0,5,21,2023-07-21,0.78,58,175,12,,93
48660478,Rental unit in Greater London · ★4.88 · 2 bedrooms · 2 beds · 2 baths,215103867,David,,Kensington and Chelsea,51.49398,-0.18596,Entire home/apt,459.0,7,17,2023-10-03,0.7,58,168,9,,117
868771176225775612,Townhouse in Greater London · ★5.0 · 3 bedrooms · 4 beds · 2 baths,10690107,Dylan,,Tower Hamlets,51.53265900626798,-0.0217081233859062,Entire home/apt,300.0,3,11,2023-11-26,1.96,1,281,11,,141
868892068042504057,Rental unit in Greater London · ★4.67 · 3 bedrooms · 5 beds · 2.5 baths,447559341,Joseph Daniel,,Westminster,51.51304040349336,-0.1844232642487409,Entire home/apt,231.0,2,30,2023-11-30,5.11,7,197,30,,245
869259311989219077,Rental unit in Greater London · ★4.64 · 1 bedroom · 2 beds · 1 bath,11619453,Tania,,Southwark,51.50190727631647,-0.0754377690585116,Entire home/apt,152.0,2,53,2023-12-09,6.82,14,21,53,,327
49124577,Rental unit in Greater London · ★4.94 · 2 bedrooms · 2 beds · 1 bath,20001519,VanZyl,,Kensington and Chelsea,51.48768,-0.15964,Entire home/apt,300.0,21,35,2023-10-09,1.12,68,141,6,,564
49142204,Condo in Greater London · ★4.67 · 1 bedroom · 2 beds · 4.5 shared baths,157295299,Amanda,,Tower Hamlets,51.52095,-0.04948,Private room,69.0,3,149,2023-11-23,4.68,10,302,55,,336
49564584,Condo in Greater London · ★4.90 · 1 bedroom · 1 bed · 1 bath,176093906,Ngozi,,Wandsworth,51.47181,-0.15988,Entire home/apt,131.0,3,51,2023-12-07,1.62,1,23,18,,116
871487247776222131,Rental unit in Greater London · ★4.85 · 2 bedrooms · 3 beds · 1.5 baths,26027652,Vasili,,Westminster,51.5248797,-0.1608208,Entire home/apt,184.0,2,20,2023-12-04,2.69,2,17,20,,129
49712742,Condo in Greater London · ★4.47 · 1 bedroom · 1 bed · 1 bath,12481990,Andrew,,Islington,51.53918,-0.08858,Entire home/apt,115.0,3,57,2023-11-09,1.84,1,20,27,,132
49751721,Condo in Greater London · ★4.54 · 1 bedroom · 2 beds · 4.5 shared baths,157295299,Amanda,,Tower Hamlets,51.52095,-0.049476,Private room,69.0,3,136,2023-11-20,4.35,10,318,56,,313
874478067018110047,Home in Greater London · ★3.71 · 3 bedrooms · 3 beds · 1 bath,482126884,Alecia,,Newham,51.52910806029104,0.0197185948491096,Entire home/apt,130.0,7,17,2023-10-08,2.21,1,364,17,,371
876577866144602927,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,305767724,Wai Hung,,Westminster,51.5212036,-0.1699578,Entire home/apt,93.0,4,3,2023-11-16,2.09,5,82,3,,200
876696551045890284,Condo in Greater London · ★4.59 · 2 bedrooms · 3 beds · 1 bath,511238119,Mahesh,,Hammersmith and Fulham,51.48938556243449,-0.2228656041490832,Entire home/apt,201.0,2,17,2023-10-23,2.31,1,109,17,,110
876837010954897649,Rental unit in Greater London · ★4.95 · 3 bedrooms · 5 beds · 1 bath,89355192,Shlome,,Islington,51.54088689301028,-0.092258220310501,Entire home/apt,237.0,4,22,2023-11-18,2.93,131,253,22,,281
50023203,Condo in Greater London · ★4.95 · 2 bedrooms · 1 bed · 1.5 baths,403459957,Paul,,Brent,51.54304989056703,-0.2114636348561773,Entire home/apt,200.0,5,22,2023-09-29,0.76,3,152,13,,91
878761938983146897,Home in Greater London · ★4.68 · 1 bedroom · 1 bed · 2 baths,259359050,Caroline,,Brent,51.54505589999999,-0.2354035,Private room,45.0,1,31,2023-12-03,4.58,1,362,31,,109
879397158098647495,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,269308503,Michael,,Brent,51.54891391123324,-0.2800285658958213,Private room,137.0,14,5,2023-11-17,1.34,208,363,5,,450
50212345,Rental unit in Greater London · ★5.0 · 3 bedrooms · 3 beds · 1 bath,4461562,Tiziana,,City of London,51.51817,-0.11181,Entire home/apt,411.0,1,4,2023-12-03,4.0,2,13,4,,96
881113457806480892,Rental unit in Greater London · ★4.78 · 3 bedrooms · 7 beds · 2 baths,491402100,Saul,,Westminster,51.5181088,-0.1679754,Entire home/apt,829.0,2,23,2023-11-26,3.38,19,153,23,,162
50417641,Condo in Greater London · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,51534456,Marcus,,Merton,51.40375,-0.23567,Private room,46.0,3,47,2023-08-28,1.6,2,362,12,,115
50425207,Rental unit in London · ★4.93 · 1 bedroom · 1 bed · 1 bath,5082449,Tamás,,Hackney,51.53087,-0.0844,Entire home/apt,120.0,14,14,2023-10-04,0.48,1,67,7,,161
881632670058552763,Rental unit in Greater London · ★4.60 · 1 bedroom · 3 beds · 1 bath,236230678,Handan,,Islington,51.53957985286819,-0.1179361257236584,Entire home/apt,158.0,2,15,2023-08-25,2.23,1,145,15,,107
50676934,Serviced apartment in Greater London · ★4.78 · Studio · 1 bed · 1 bath,130963978,Marijana,,Kensington and Chelsea,51.49071,-0.19288,Entire home/apt,114.0,2,112,2023-11-02,3.83,15,72,46,,183
51079935,Condo in Greater London · ★4.44 · Studio · 1 bed · 1 bath,112868447,Alex,,Westminster,51.5144,-0.18689,Entire home/apt,95.0,28,9,2023-05-12,0.35,48,290,2,,235
51089799,Home in Greater London · ★4.53 · 2 bedrooms · 2 beds · 2 baths,136482864,Hasan,,Camden,51.521683591634165,-0.1149238236563102,Entire home/apt,184.0,1,188,2023-11-23,6.42,9,79,68,,154
883130718924415484,Rental unit in Greater London · ★4.92 · 3 bedrooms · 5 beds · 2 baths,470945401,Amr,,Westminster,51.52165186905268,-0.1509897260716467,Entire home/apt,474.0,5,13,2023-11-24,1.98,4,310,13,,237
51354447,Rental unit in  London · ★4.83 · 1 bedroom · 3 beds · 1 bath,269308503,Michael,,Hammersmith and Fulham,51.49047739563847,-0.2081698726774837,Entire home/apt,153.0,14,6,2023-10-31,0.28,208,344,3,,94
51360317,Rental unit in Greater London · ★4.91 · 1 bedroom · 2 beds · 1 private bath,36285550,Naomi,,Lambeth,51.47636,-0.12675,Private room,120.0,5,54,2023-11-26,2.08,4,94,25,,249
51592505,Rental unit in Greater London · ★4.86 · 1 bedroom · 2 beds · 1 bath,417746816,Louise,,Westminster,51.49007,-0.13541,Entire home/apt,128.0,3,98,2023-12-04,5.28,12,293,62,,380
51633021,Home in Greater London · ★4.93 · 2 bedrooms · 2 beds · 1 private bath,203082,James,,Hackney,51.55199,-0.04736,Private room,93.0,1,184,2023-12-05,6.59,1,120,86,,158
51677622,Rental unit in Greater London · ★4.81 · 1 bedroom · 2 beds · 1 bath,417746816,Louise,,Westminster,51.49026,-0.134,Entire home/apt,137.0,3,101,2023-12-02,5.48,12,282,70,,394
51804324,Condo in Greater London · ★4.68 · 1 bedroom · 1 bed · 1 bath,333237519,Syed,,Brent,51.54142,-0.228452,Entire home/apt,75.0,3,79,2023-11-28,3.07,24,317,35,,221
51805906,Rental unit in Greater London · ★4.74 · 1 bedroom · 1 bed · 1 bath,333237519,Syed,,Brent,51.54029,-0.22773,Entire home/apt,67.0,3,90,2023-12-04,3.28,24,312,44,,236
887546224356381000,Rental unit in Greater London · ★4.89 · 1 bedroom · 2 beds · 1 bath,99222857,Laurence,,Tower Hamlets,51.51280341085426,-0.0487932613118194,Entire home/apt,100.0,28,9,2023-08-25,1.33,2,252,9,,893
887579157059795652,Home in Greater London · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,78794835,Mariya,,Bexley,51.51013926366984,0.1275708835823822,Private room,40.0,1,30,2023-11-27,5.06,4,128,30,,121
887605774528585075,Rental unit in Greater London · ★4.95 · 2 bedrooms · 2 beds · 1 bath,246193768,Remmy,,Barking and Dagenham,51.53927404980505,0.0790772117038285,Entire home/apt,125.0,2,19,2023-12-03,2.75,2,263,19,,132
887626309072670085,Rental unit in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 bath,57004694,Jamie,,Wandsworth,51.42440670532204,-0.1702590590113915,Private room,45.0,1,46,2023-12-06,8.96,1,278,46,,215
887652839942476974,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,36359194,Sacha,,Greenwich,51.4879257623444,0.083203800022602,Entire home/apt,82.0,2,10,2023-12-09,4.23,1,340,10,,203
887856418204781152,Rental unit in Greater London · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,116962978,Armando,,Islington,51.56507,-0.11455,Entire home/apt,241.0,2,30,2023-12-03,4.55,3,159,30,,218
888809325911596575,Rental unit in Greater London · ★4.60 · 2 bedrooms · 2 beds · 2 baths,388264895,Amelia,,Wandsworth,51.46446029978245,-0.1834972947835922,Entire home/apt,306.0,28,5,2023-09-25,0.82,20,255,5,,551
51900699,Condo in Greater London · ★4.94 · 2 bedrooms · 1 bed · 1.5 baths,420377915,Ali,,Kensington and Chelsea,51.50306,-0.21246,Entire home/apt,200.0,90,17,2023-10-23,0.61,1,364,11,,1317
52106421,Rental unit in Greater London · ★4.98 · 2 bedrooms · 2 beds · 2 baths,5303189,Helena,,Wandsworth,51.44025,-0.18354,Entire home/apt,155.0,5,45,2023-12-01,1.67,1,84,21,,200
52111380,Serviced apartment in Greater London · ★3.93 · 1 bedroom · 1 bed · 1 bath,406524410,Roland House,,Kensington and Chelsea,51.48984,-0.17964,Entire home/apt,161.0,5,232,2023-11-19,9.03,2,365,33,,1083
889953780564459037,Rental unit in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 private bath,178273408,Joseph,,Newham,51.5507298,0.0096428,Private room,34.0,2,51,2023-12-09,7.32,1,231,51,,351
52126654,Rental unit in Greater London · ★4.94 · 2 bedrooms · 2 beds · 1 bath,281007635,Diana,,Barnet,51.65616,-0.21156,Entire home/apt,130.0,2,33,2023-11-26,2.04,1,116,23,,97
890346706148456598,Rental unit in Greater London · ★4.94 · 1 bedroom · 1 bed · 1 private bath,104602638,Susan,,Greenwich,51.48471925629603,0.0094025539469884,Private room,85.0,2,17,2023-11-26,2.9,1,312,17,,139
891943113103185942,Rental unit in Greater London · ★4.63 · 1 bedroom · 2 beds · 1 bath,331417125,Dominic,,Camden,51.5183422,-0.1238756,Entire home/apt,260.0,3,8,2023-11-21,1.55,2,238,8,,111
892014600861109752,Rental unit in Greater London · ★5.0 · 3 bedrooms · 3 beds · 1 bath,9066630,Toby,,Lambeth,51.50206,-0.10892,Entire home/apt,180.0,7,8,2023-10-11,1.46,25,137,8,,245
892482258330976545,Rental unit in London · ★5.0 · 2 bedrooms · 3 beds · 1 bath,269308503,Michael,,Camden,51.55325,-0.17328,Entire home/apt,190.0,14,3,2023-09-09,0.93,208,315,3,,312
892485136899004054,Home in Greater London · ★4.91 · 5 bedrooms · 5 beds · 3 baths,445644193,Chris,,Lewisham,51.44501655325403,-0.008007109865408,Entire home/apt,189.0,3,11,2023-12-08,2.01,11,301,11,,144
892591429269980087,Rental unit in London · ★4.77 · 1 bedroom · 1 bed · 1 bath,16254432,Catherine,,Camden,51.554691,-0.178128,Entire home/apt,99.0,5,13,2023-11-27,2.39,2,301,13,,286
892629016401009003,Rental unit in Greater London · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,79460720,Andrew,,Islington,51.54011426484192,-0.1182768711801588,Private room,54.0,2,21,2023-11-20,3.71,4,10,21,,178
893186958037622991,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,7652967,Lizzie,,Islington,51.547230124190925,-0.1003105149772324,Entire home/apt,125.0,5,5,2023-12-03,0.82,2,64,5,,98
893286746689476282,Rental unit in Greater London · ★4.93 · 1 bedroom · 1 bed · 1 bath,17355340,Suja,,Hackney,51.5488455696959,-0.0574722096190584,Entire home/apt,125.0,2,14,2023-11-09,3.31,2,309,14,,158
893398140203581731,Rental unit in Greater London · ★4.37 · 1 bedroom · 2 beds · 1 bath,488747210,Raju,,Tower Hamlets,51.51382724483754,-0.0613017393300135,Entire home/apt,70.0,2,19,2023-10-04,2.98,15,57,19,,143
893481267354317167,Rental unit in Greater London · ★4.89 · 2 bedrooms · 3 beds · 2 baths,489170014,Daniel,,Tower Hamlets,51.51235,-0.04793,Entire home/apt,157.0,2,28,2023-11-28,4.22,6,50,28,,202
894263530479713132,Home in Greater London · ★4.23 · 1 bedroom · 1 bed · 1 shared bath,513979631,Tazim,,Tower Hamlets,51.52489129208487,-0.017395931518887,Private room,46.0,1,26,2023-11-26,3.92,3,167,26,,94
52139568,Religious building in Greater London · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,412943027,Lotus Guesthouse,,Lambeth,51.49219,-0.1045,Private room,76.0,1,104,2023-11-18,3.99,5,281,50,,95
894754558762756832,Rental unit in Greater London · ★4.60 · 2 bedrooms · 4 beds · 1 bath,269308503,Michael,,Westminster,51.51303,-0.17883,Entire home/apt,335.0,14,5,2023-11-11,1.43,208,341,5,,480
52263556,Condo in Greater London · ★4.71 · 1 bedroom · 1.5 baths,423038508,Bola,,Lewisham,51.44237,-0.01795,Entire home/apt,51.0,14,17,2023-11-16,0.63,1,344,5,,211
895431309168881350,Rental unit in Greater London · ★4.86 · 1 bedroom · 4 beds · 1 bath,50585154,Matthew,,Islington,51.554713251368455,-0.1283495903416322,Entire home/apt,99.0,2,21,2023-12-04,3.28,2,136,21,,157
896229001646585245,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,346902429,Stephanie,,Croydon,51.39768188326225,-0.1082988004836531,Private room,57.0,20,4,2023-09-01,0.66,1,328,4,,316
