id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,estimated_nights_booked
853662220017400679,Rental unit in London  · ★4.43 · 1 bedroom · 1 bed · 1.5 shared baths,107555898,Maninder,,Westminster,51.491368,-0.132482,Private room,89.0,3,23,2023-10-29,2.77,2,5,23,,199
853724903871844252,Rental unit in Greater London · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,2608240,Zdenka & Luis,,Westminster,51.48657648647247,-0.1429517453416903,Private room,51.0,2,45,2023-11-25,5.21,6,153,45,,250
856495761314944447,Condo in Greater London · ★4.87 · 1 bedroom · 3 beds · 1 bath,253862864,Niko,,Westminster,51.5374847,-0.1849135,Entire home/apt,211.0,2,71,2023-12-10,8.39,9,82,71,,402
853982238683039189,Rental unit in Greater London · ★4.88 · 2 bedrooms · 3 beds · 1 bath,11515631,Matthew,,Kensington and Chelsea,51.495229,-0.1831525,Entire home/apt,219.0,3,48,2023-12-07,5.88,30,225,48,,423
856507419962747004,Rental unit in Greater London · ★4.73 · 2 bedrooms · 2 beds · 1 bath,12189810,Clementine,,Brent,51.5297821,-0.2188008,Entire home/apt,150.0,3,11,2023-08-14,1.47,1,111,11,,105
854770667300269911,Rental unit in Greater London · ★5.0 · 2 bedrooms · 3 beds · 1 bath,32056798,Anton,,Wandsworth,51.463027808096754,-0.170198303750192,Entire home/apt,179.0,4,4,2023-11-04,2.03,36,346,4,,194
854973568388255199,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,89978417,Claire,,Kingston upon Thames,51.41302826509671,-0.2915537075548399,Private room,72.0,4,13,2023-12-04,1.7,2,133,13,,163
855062406037005385,Rental unit in Greater London · ★4.59 · 2 bedrooms · 2 beds · 2 baths,17360371,Andrew,,Tower Hamlets,51.50017264062109,-0.0185675919055938,Entire home/apt,180.0,3,17,2023-08-17,2.09,2,85,17,,150
858444040250156018,Rental unit in Greater London · ★4.23 · 2 bedrooms · 1 bed · 1 bath,464734682,Rich,,Tower Hamlets,51.52915027376337,-0.0748835012362235,Entire home/apt,149.0,3,13,2023-08-27,1.57,9,336,13,,113
855923715067371427,Rental unit in Greater London · ★4.67 · 2 bedrooms · 2 beds · 1 bath,20470874,Christine,,Hackney,51.54268203746509,-0.0522161983099389,Entire home/apt,210.0,2,24,2023-12-03,2.91,2,333,24,,139
856110709242157051,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,113788988,Atiqah,,Lewisham,51.45083593542199,-0.0189608708024024,Private room,50.0,3,18,2023-11-30,2.44,1,5,18,,175
863787941353165834,Rental unit in Greater London · ★4.60 · 2 bedrooms · 2 beds · 1 bath,462905245,Kerry,,Lewisham,51.45864960519084,0.007949061691761,Entire home/apt,122.0,3,10,2023-11-12,1.46,2,79,10,,105
857129032940611015,Rental unit in Greater London · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,236320971,Valentino,,Newham,51.54845461731823,0.0241100415587425,Private room,74.0,3,39,2023-12-08,4.81,1,1,39,,346
857341765419919938,Rental unit in Greater London · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,154170947,Luana,,Greenwich,51.48686393134682,0.0647059153401665,Private room,70.0,1,45,2023-11-09,5.6,3,361,45,,134
863872148401179681,Home in Greater London · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,403509869,Andras,,Barking and Dagenham,51.53648043675517,0.0841018509262037,Private room,40.0,2,15,2023-12-06,2.32,11,13,15,,111
864315685782290265,Rental unit in Greater London · ★4.77 · 2 bedrooms · 2 beds · 2 baths,265252373,Sofia,,Ealing,51.51198,-0.32485,Entire home/apt,156.0,3,26,2023-11-05,4.15,4,313,26,,298
864426595970005096,Rental unit in Greater London · ★4.86 · 1 bedroom · 1 bed · 1 bath,504465987,Ashley,,Richmond upon Thames,51.44694420595011,-0.3275786096750633,Entire home/apt,110.0,5,7,2023-10-17,1.0,1,43,7,,120
867183323945754327,Rental unit in Greater London · ★4.71 · Studio · 1 bath,282403697,Daniel,,Barnet,51.57183098879924,-0.2020378225410084,Entire home/apt,99.0,1,34,2023-11-03,4.9,74,39,34,,117
857886257471463168,Condo in London · ★4.88 · 1 bedroom · 3 beds · 1 bath,245611025,Georgie,,Hackney,51.535925,-0.061898,Entire home/apt,102.0,4,8,2023-06-04,1.08,2,1,8,,103
868670446027204196,Rental unit in Greater London · ★4.77 · 1 bedroom · 1 bed · 1 bath,5262934,Helen,,Islington,51.56075647464402,-0.0972993734058383,Entire home/apt,113.0,3,13,2023-10-28,2.01,1,39,13,,144
868738451229768723,Rental unit in Greater London · ★4.38 · 2 bedrooms · 2 beds · 2 baths,507941095,Kll,,Westminster,51.5151772,-0.1508058,Entire home/apt,450.0,4,8,2023-10-31,1.1,19,97,8,,105
868739075968967196,Home in Greater London · ★4.72 · 1 bedroom · 1 bed · 1 bath,3066011,Angelica,,Wandsworth,51.47531906787191,-0.1651037703578582,Entire home/apt,146.0,2,18,2023-11-26,3.2,4,40,18,,153
868867932597535493,Place to stay in Greater London · ★4.60 · 1 bedroom · 1 bed · 1.5 baths,394841244,Lucretia,,Brent,51.56254307071468,-0.3105039358768811,Private room,60.0,2,25,2023-12-09,3.42,4,295,25,,164
860658059564950918,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,508167288,Ange,,Kensington and Chelsea,51.492816007233145,-0.16242121204131,Entire home/apt,196.0,3,10,2023-11-01,2.01,1,269,10,,144
861073335925840083,Rental unit in Greater London · ★4.70 · 1 bedroom · 1 bed · 1 bath,276058332,Vert,,Lambeth,51.48558,-0.12371,Entire home/apt,273.0,2,37,2023-12-07,4.74,4,45,37,,227
862070033171802077,Rental unit in Greater London · ★4.96 · 2 bedrooms · 2 beds · 1 bath,503338865,Adrian,,Hackney,51.52893866834152,-0.0875171167921064,Entire home/apt,194.0,2,27,2023-11-28,4.31,4,214,27,,206
862315409099051913,Rental unit in Greater London · ★4.86 · 3 bedrooms · 3 beds · 2 baths,34637356,Simon,,Hounslow,51.4890347,-0.2726232,Entire home/apt,236.0,3,14,2023-10-02,2.07,1,271,14,,149
871063920676403629,Rental unit in Greater London · ★4.69 · 2 bedrooms · 2 beds · 1.5 baths,146911482,Tong&Niki,,Newham,51.51042559085275,0.051426266278483,Entire home/apt,115.0,2,13,2023-12-07,2.38,6,77,13,,114
863432160109508642,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,166033697,Peter,,Bromley,51.41697835037067,-0.0656980276107788,Entire home/apt,115.0,3,10,2023-11-27,1.43,1,80,10,,102
863522823380274764,Rental unit in Greater London · ★4.42 · 1 bedroom · 1 bed · 1 bath,482820695,Ludovico,,Kensington and Chelsea,51.4960373,-0.1842655,Entire home/apt,80.0,3,12,2023-10-26,1.64,1,288,12,,118
864609560296053108,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,507352961,Joe,,Kensington and Chelsea,51.49359138094586,-0.1852414376498277,Entire home/apt,450.0,6,1,2023-10-26,0.64,13,176,1,,92
874640991216902872,Rental unit in Greater London · ★4.84 · 1 bedroom · 2 beds · 1 bath,112879874,Stoyan,,Camden,51.51621551169017,-0.1253183334193165,Entire home/apt,179.0,2,19,2023-11-08,2.49,3,235,19,,119
876566584804580970,Rental unit in Greater London · ★4.31 · 1 bedroom · 1 bed · 1 bath,502342160,Seyf,,Hammersmith and Fulham,51.51296743686311,-0.233700181418898,Entire home/apt,119.0,3,13,2023-10-31,2.02,1,39,13,,145
876586926056333201,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,345512975,Daniel,,Richmond upon Thames,51.44907809999999,-0.3254960000000001,Entire home/apt,168.0,26,1,2023-10-21,0.59,13,35,1,,368
876671301296301483,Rental unit in Greater London · ★4.61 · 2 bedrooms · 3 beds · 1 bath,380970278,Muaaz,,Lambeth,51.47763625813111,-0.1297591956682078,Entire home/apt,234.0,2,41,2023-12-03,5.57,2,278,41,,267
865651090051148281,Rental unit in Greater London · ★5.0 · 3 bedrooms · 3 beds · 2 baths,54055771,Jake,,Tower Hamlets,51.515578698032925,-0.0286702575646882,Entire home/apt,186.0,2,13,2023-12-07,5.65,3,12,13,,271
876805468352856292,Serviced apartment in London · ★4.90 · 3 bedrooms · 3 beds · 1 bath,362852046,Akrox,,Westminster,51.52218935574696,-0.1877474135544532,Entire home/apt,157.0,1,41,2023-11-30,5.44,18,166,41,,130
866265224668628686,Home in Greater London · ★5.0 · 4 bedrooms · 4 beds · 3.5 baths,101326343,Arina,,Southwark,51.45922345547997,-0.0839749351143837,Entire home/apt,250.0,3,7,2023-11-02,1.53,1,15,7,,110
878464579643440525,Rental unit in Greater London · ★4.60 · 4 bedrooms · 4 beds · 2 baths,109385731,Federico,,Tower Hamlets,51.51436660896012,-0.0673736085188077,Entire home/apt,203.0,3,10,2023-08-24,1.41,16,50,10,,101
879022579752720000,Home in London · ★4.67 · 1 bedroom · 1 bed · 1 bath,447276323,Abiola,,Barnet,51.6428383,-0.1613985,Private room,30.0,3,12,2023-11-26,1.89,1,351,12,,136
879048864687104668,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,156571724,Ather,,Barking and Dagenham,51.57990850190705,0.135870351970337,Entire home/apt,85.0,3,10,2023-12-03,1.46,1,164,10,,105
879126234731525740,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,125776353,Nastaran,,Lambeth,51.4851494,-0.126533,Private room,99.0,1,40,2023-12-01,5.71,1,35,40,,137
880915538242890782,Home in Greater London · ★5.0 · 4 bedrooms · 4 beds · 4 baths,2226490,Natalie,,Southwark,51.47126097114861,-0.0874731921935445,Entire home/apt,499.0,3,7,2023-10-16,1.4,2,8,7,,100
880973858655031901,Condo in Greater London · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,512443826,Victoria,,Kensington and Chelsea,51.507048086840506,-0.1935241200617973,Private room,80.0,1,55,2023-12-03,7.97,1,123,55,,191
881125974072441645,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,502404334,Sally,,Hackney,51.54554,-0.07405,Entire home/apt,85.0,2,11,2023-08-30,2.26,1,55,11,,108
881675067954076017,Rental unit in Greater London · ★4.94 · 2 bedrooms · 2 beds · 1 bath,512595337,Paul,,Lambeth,51.45655034914495,-0.0979481496470256,Entire home/apt,105.0,2,18,2023-11-26,4.09,1,66,18,,196
881733907037341145,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,512610567,Frankie,,Tower Hamlets,51.5050661622286,-0.0068882237762291,Entire home/apt,199.0,28,1,2023-07-06,0.19,2,179,1,,127
882682573893280676,Rental unit in Greater London · ★4.82 · 2 bedrooms · 2 beds · 2 baths,493276,A Nick,,Kensington and Chelsea,51.486875,-0.1900357,Entire home/apt,270.0,3,17,2023-12-06,3.02,9,335,17,,217
883029288781855248,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,2266385,Peter,,Hackney,51.54798578806353,-0.0323825714149842,Private room,46.0,2,38,2023-12-08,5.53,3,68,38,,265
867860648280740718,Rental unit in Greater London · ★4.94 · 3 bedrooms · 3 beds · 3 baths,20477853,Stefano,,Kensington and Chelsea,51.4935233,-0.16721,Entire home/apt,561.0,3,17,2023-11-26,2.5,3,176,17,,180
883301385599572356,Rental unit in Greater London · ★4.94 · 1 bedroom · 1 bed · 1 bath,61093941,Dong Hyun,,Camden,51.54437979082273,-0.2002786868492566,Entire home/apt,117.0,2,17,2023-07-09,2.5,1,98,17,,120
867872824582317512,Rental unit in Greater London · ★4.82 · 2 bedrooms · 2 beds · 1 bath,259129651,Christopher,,Tower Hamlets,51.53004849140449,-0.0672749181219018,Entire home/apt,142.0,1,34,2023-12-04,4.4,5,355,34,,105
883400452752576280,Rental unit in Greater London · ★5.0 · 3 bedrooms · 4 beds · 2 baths,33984346,Samir,,Barnet,51.61714512659995,-0.1839626580476761,Entire home/apt,220.0,2,4,2023-12-05,4.0,8,88,4,,192
868035983227608870,Rental unit in Greater London · ★4.86 · 2 bedrooms · 4 beds · 1 bath,84744671,Brian,,Camden,51.52669444726526,-0.145139139087684,Entire home/apt,218.0,1,22,2023-11-27,6.6,15,102,22,,158
870005121003313645,Rental unit in Greater London · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,69829601,Johan,,Haringey,51.59776927326903,-0.1090894755565605,Private room,57.0,1,33,2023-11-25,4.21,1,77,33,,101
884633398104681572,Bed and breakfast in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,476378734,Meera,,Newham,51.54752,0.01082,Private room,55.0,4,18,2023-12-04,2.76,2,252,18,,264
884723865130935958,Rental unit in Greater London · ★4.40 · 2 bedrooms · 3 beds · 2 baths,456482724,PenthouseStays,,Kensington and Chelsea,51.50885578495716,-0.1944019308829102,Entire home/apt,295.0,2,30,2023-11-26,4.5,14,327,30,,216
886663649703706685,Condo in Greater London · ★4.27 · 1 bedroom · 1 bed · 1.5 baths,222363410,Ida,,Wandsworth,51.48268413135207,-0.1492402163714141,Entire home/apt,107.0,2,15,2023-12-04,2.45,1,308,15,,117
870267157425058201,Rental unit in Hackbridge · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,143112490,Shaun,,Sutton,51.37665843419696,-0.1537542784837278,Private room,35.0,3,18,2023-12-07,2.4,2,28,18,,172
870800434562504619,Rental unit in Greater London · ★4.40 · 1 bedroom · 1 bed · 3 shared baths,479936071,Okan,,Tower Hamlets,51.51961,-0.07141,Private room,64.0,3,25,2023-11-20,3.73,8,297,25,,268
886755914344083458,Home in Greater London · ★4.96 · 1 bedroom · 1 bed · 1 private bath,186281636,Christine,,Richmond upon Thames,51.4269469,-0.3485063,Private room,55.0,1,68,2023-12-07,9.9,1,148,68,,237
872196629975966919,Home in Greater London · 1 bedroom · 1 bed · 1 shared bath,510596105,Alexander,,Tower Hamlets,51.528617854338286,-0.0262692080190369,Private room,32.0,12,2,2023-11-30,1.33,1,27,2,,383
872223427584575306,Rental unit in Greater London · 2 bedrooms · 3 beds · 1 bath,510601130,Kartikeya,,Southwark,51.490133,-0.0971316,Entire home/apt,235.0,15,2,2023-07-07,0.32,2,136,2,,115
872532356074233473,Home in Greater London · ★4.67 · 3 bedrooms · 8 beds · 1.5 baths,509369656,Jamie,,Haringey,51.5863696185699,-0.0862413656023617,Entire home/apt,282.0,3,15,2023-12-01,2.56,2,314,15,,184
886787123893959190,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,33644434,Zara,,Wandsworth,51.46033932081723,-0.1729217889856252,Entire home/apt,151.0,3,8,2023-11-13,1.56,1,118,8,,112
886994516377640009,Condo in Greater London · ★4.67 · 3 bedrooms · 2 beds · 1 bath,513800259,Hilal,,Lambeth,51.48173280730309,-0.1176114152186606,Entire home/apt,135.0,7,15,2023-08-16,2.34,2,221,15,,393
887347647169520647,Rental unit in Greater London · ★4.50 · 1 bedroom · 1 bed · 1 bath,492234632,International,,Kensington and Chelsea,51.4980518,-0.1687211,Entire home/apt,193.0,4,6,2023-11-30,1.05,12,14,6,,100
887357716063111006,Rental unit in Greater London · ★4.93 · 1 bedroom · 1 bed · 1 bath,3722837,Mel,,Camden,51.525635865482016,-0.1293593387521143,Entire home/apt,199.0,3,14,2023-11-25,2.1,1,164,14,,151
887432698053868108,Home in Greater London · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,470410517,Erol,,Hackney,51.5365444512113,-0.0731394037853323,Private room,75.0,3,42,2023-12-09,6.03,4,331,42,,434
887645190774919849,Rental unit in Greater London · ★4.76 · 1 bedroom · 1 bed · 1 bath,13949769,Marcus B,,Westminster,51.52638916835988,-0.1889559591859438,Entire home/apt,105.0,3,21,2023-12-03,3.48,5,92,21,,250
887726480786860346,Home in Greater London · ★5.0 · 3 bedrooms · 2 beds · 2.5 baths,28173652,Harriet,,Wandsworth,51.46263148737238,-0.1595552122766896,Entire home/apt,190.0,9,5,2023-10-29,0.79,2,3,5,,170
888184057848721635,Serviced apartment in Greater London · 3 bedrooms · 3 beds · 2 baths,54987,TheSquare,,Islington,51.52678015191633,-0.0972560785469627,Entire home/apt,411.0,28,2,2023-11-03,1.05,61,11,2,,705
888190472939210546,Bed and breakfast in Greater London · ★4.50 · 1 bedroom · 1 bed · 1 bath,287094261,Joel,,Enfield,51.62341,-0.07884,Private room,40.0,2,22,2023-12-03,3.86,2,339,22,,185
873345896339435596,Rental unit in Greater London · ★4.63 · 2 bedrooms · 2 beds · 2 baths,504594505,Cyle,,Croydon,51.38988612238866,-0.1024932936564411,Entire home/apt,130.0,4,8,2023-11-07,1.26,4,80,8,,120
888280453853791351,Home in Greater London · ★4.64 · 2 bedrooms · 3 beds · 1 bath,514085023,Eniola,,Bexley,51.4758376,0.1155192,Entire home/apt,139.0,3,11,2023-10-14,1.68,1,163,11,,120
875846917797508176,Rental unit in Greater London · 1 bedroom · 2 beds · 1 bath,218633456,Michael,,Lewisham,51.44761849741456,-0.0241806517470723,Entire home/apt,65.0,21,2,2023-10-02,0.42,2,37,2,,211
888340821399924503,Condo in Greater London · ★4.62 · 1 bedroom · 1 bed · 1 shared bath,462338875,Louis,,Southwark,51.49582928087281,-0.0984428088308825,Private room,61.0,2,29,2023-12-02,4.24,2,39,29,,203
876107541598779958,Rental unit in Greater London · ★4.0 · 2 bedrooms · 2 beds · 2 baths,492234632,International,,Westminster,51.52205765125101,-0.1955318883605938,Entire home/apt,175.0,3,4,2023-10-23,1.56,12,8,4,,112
889163837739978591,Rental unit in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,481492221,Philipp,,Tower Hamlets,51.512619761128725,-0.0691292288741324,Private room,83.0,2,32,2023-11-21,4.59,3,22,32,,220
877411553897002260,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,1503273,Philip,,Westminster,51.49979093980904,-0.1668804831651677,Entire home/apt,280.0,10,5,2023-09-11,0.79,1,346,5,,189
877602793322679964,Home in Greater London · ★5.0 · 5 bedrooms · 6 beds · 2.5 baths,5520679,Sarah,,Lewisham,51.44849196105051,-0.0435136191539761,Entire home/apt,380.0,4,10,2023-12-03,3.3,2,128,10,,316
890513117235888133,Home in Greater London · ★4.79 · 1 bedroom · 1 bed · 1 bath,491401542,Letzi,,Brent,51.543359,-0.267978,Private room,45.0,3,14,2023-11-11,2.18,9,345,14,,156
890578151620416363,Condo in Greater London · ★4.74 · 1 bedroom · 2 beds · 1 bath,5471269,Kinga,,Westminster,51.515203726939006,-0.1334130234305111,Entire home/apt,190.0,1,35,2023-12-07,5.25,3,109,35,,126
877801198774436169,Home in Perivale · ★4.83 · 1 bedroom · 1 bed · 1 bath,498194783,Jai,,Ealing,51.53552379440672,-0.3175962011185422,Entire home/apt,47.0,2,18,2023-12-08,2.55,1,356,18,,122
877994221843806861,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,1442539,Heather,,Hammersmith and Fulham,51.50662,-0.22184,Entire home/apt,180.0,7,5,2023-11-27,0.92,1,170,5,,154
878135065676018307,Rental unit in Greater London · ★4.85 · 1 bedroom · 4 beds · 1.5 baths,5517479,Emma,,Wandsworth,51.447205299817625,-0.2392959064642188,Private room,55.0,1,13,2023-12-07,3.94,2,255,13,,94
892045483676720839,Rental unit in Greater London · ★4.74 · 2 bedrooms · 3 beds · 1 bath,155584448,Julia,,Wandsworth,51.47979,-0.14266,Entire home/apt,177.0,1,39,2023-11-27,7.85,4,84,39,,188
892060172941497875,Condo in Greater London · ★3.89 · 1 bedroom · 2 beds · 1 shared bath,153278823,Paul,,Bromley,51.41617722253624,-0.047599344539314,Private room,69.0,3,9,2023-11-20,1.5,14,75,9,,108
892357427635981995,Rental unit in Greater London · ★5.0 · 2 bedrooms · 3 beds · 1 bath,152449092,LJ Whetlor Holiday Lettings,,Lambeth,51.468061730984026,-0.1267462680759777,Entire home/apt,88.0,2,9,2023-12-08,4.09,3,357,9,,196
892577033192344179,Home in Greater London · ★4.33 · 1 bedroom · 1 bed · 1.5 baths,18894615,Ozzy,,Croydon,51.407351814414575,-0.1002323681228589,Private room,38.0,7,3,2023-11-01,0.57,17,343,3,,95
892586524750005169,Home in Greater London · 1 bedroom · 1 bed · 2.5 baths,18894615,Ozzy,,Croydon,51.40825318281128,-0.099369857920827,Private room,45.0,7,2,2023-11-14,0.76,17,364,2,,127
892716427328543320,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,494600060,Hugh,,Waltham Forest,51.56533877116493,0.0094265486250366,Entire home/apt,88.0,30,3,2023-10-14,0.75,1,313,3,,540
879631768497665122,Home in Greater London · ★5.0 · 3 bedrooms · 6 beds · 1.5 baths,254057394,India,,Bromley,51.39832,-0.03205,Entire home/apt,250.0,7,4,2023-09-12,0.79,36,340,4,,132
892807534597625079,Rental unit in Greater London · ★4.55 · 2 bedrooms · 4 beds · 1 bath,65321461,Daniel,,Tower Hamlets,51.5285591,-0.0494891,Entire home/apt,119.0,2,20,2023-11-28,3.3,1,123,20,,158
879816236091283622,Rental unit in Greater London · ★4.63 · 1 bedroom · 1 bed · 1 bath,176765437,Fawaz,,Westminster,51.51850996022884,-0.167914228426987,Entire home/apt,250.0,6,8,2023-11-14,1.34,3,350,8,,192
892903631691493230,Rental unit in Greater London · ★4.88 · 2 bedrooms · 2 beds · 1 bath,96036854,Dainius,,Southwark,51.4971,-0.08038,Entire home/apt,216.0,3,25,2023-11-26,4.19,15,70,25,,301
880255223996092887,Rental unit in Greater London · ★4.93 · 1 bedroom · 1 bed · 1 bath,210727344,Mark,,Westminster,51.49254490040298,-0.1449435693115286,Entire home/apt,220.0,5,15,2023-11-20,2.27,1,163,15,,272
893228442378568293,Rental unit in Greater London · ★4.79 · 1 bedroom · 1 bed · 1 bath,510957477,Dorin,,Haringey,51.58654,-0.07635,Entire home/apt,77.0,2,14,2023-11-29,2.11,2,164,14,,101
880264625952715611,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,41921642,Maria,,Kensington and Chelsea,51.508427537224094,-0.195338987708818,Entire home/apt,199.0,2,25,2023-12-03,4.24,1,281,25,,203
893387677871354426,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,460217583,James,,Tower Hamlets,51.5163346765002,-0.0567260306884764,Entire home/apt,339.0,3,16,2023-12-04,2.73,1,84,16,,196
894161107077764990,Rental unit in Greater London · ★4.83 · 1 bedroom · 1 bed · 1 bath,271729656,Moemen,,Camden,51.52623966208309,-0.1254727045659251,Entire home/apt,213.0,5,6,2023-11-21,0.97,7,305,6,,116
894762880289915814,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,37897742,Tiger,,Wandsworth,51.46159685155284,-0.1600593918326158,Private room,90.0,2,15,2023-12-08,2.59,1,170,15,,124
894815098505834981,Home in Greater London · ★4.71 · 1 bedroom · 2 beds · 1 private bath,196521152,Patricia,,Brent,51.566323697896976,-0.27617197483778,Private room,61.0,2,21,2023-11-27,3.33,11,79,21,,159
894834095026581680,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,345512975,Daniel,,Kingston upon Thames,51.391879538902565,-0.3072474514126495,Entire home/apt,88.0,7,1,2023-10-21,0.59,13,40,1,,99
894876125109955919,Rental unit in Greater London · ★4.33 · 1 bedroom · 2 beds · 1 bath,23705345,James,,Haringey,51.601031,-0.110088,Entire home/apt,90.0,5,12,2023-10-28,2.12,1,230,12,,254
895352557930063585,Rental unit in Greater London · ★4.82 · 1 bedroom · 2 beds · 1 bath,7255467,Margarita,,Westminster,51.51917378468972,-0.1395547762884197,Entire home/apt,190.0,2,17,2023-12-10,2.6,1,98,17,,124
883730066310924109,Rental unit in Greater London · ★4.91 · 1 bedroom · 1 bed · Half-bath,485749772,John Paul,,Southwark,51.48995880348698,-0.0948690016798308,Private room,68.0,3,11,2023-11-27,1.62,2,27,11,,116
883923757934411128,Rental unit in Greater London · ★4.55 · 3 bedrooms · 3 beds · 2 baths,495342086,City,,Wandsworth,51.46183830467128,-0.1729288730163514,Entire home/apt,305.0,2,20,2023-11-20,2.96,9,329,20,,142
896210098836027864,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,17618467,Shannon,,Tower Hamlets,51.53274796889429,-0.0311872278616754,Private room,54.0,5,5,2023-12-01,0.96,2,93,5,,115
896756233164800790,Rental unit in Greater London · ★4.82 · 2 bedrooms · 2 beds · 1 bath,28675074,Elzbieta,,Kensington and Chelsea,51.48830991085178,-0.1947659254074096,Entire home/apt,150.0,6,11,2023-11-09,1.9,1,9,11,,273
896908673060754081,Rental unit in Greater London · ★4.61 · 2 bedrooms · 3 beds · 1 bath,89355192,Shlome,,Camden,51.55337327366247,-0.1609743834340425,Entire home/apt,149.0,4,23,2023-12-05,3.65,131,252,23,,350
898374409578963954,Rental unit in Greater London · ★4.88 · 2 bedrooms · 2 beds · 2 baths,52745934,Jack,,Camden,51.5204825739758,-0.1329771935974924,Entire home/apt,323.0,6,17,2023-12-03,2.91,17,128,17,,419
898470196661450726,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,52779918,Jin,,Camden,51.53042143657164,-0.1310870752917429,Private room,73.0,29,3,2023-09-01,0.87,12,154,3,,605
885552482264910301,Rental unit in Greater London · ★4.83 · 1 bedroom · 1 bed · 1 bath,339675864,Jakub,,Tower Hamlets,51.51111412052539,-0.0432986172801782,Entire home/apt,119.0,7,6,2023-11-11,1.04,1,131,6,,174
885618271221771322,Rental unit in Greater London · ★5.0 · Studio · 1 bed · 1 bath,325515241,Alex,,Hackney,51.52489791756685,-0.0813077704640794,Entire home/apt,82.0,3,5,2023-12-06,2.94,38,265,5,,211
886115049670022330,Rental unit in Greater London · ★4.61 · 1 bedroom · 1 bed · 1 private bath,112924732,Bronzie,,Westminster,51.51777798051116,-0.1694552600383758,Private room,80.0,1,62,2023-12-08,8.9,2,62,62,,213
901879334220877252,Rental unit in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 bath,141710394,Doretta,,Waltham Forest,51.5770862,-0.0174997,Entire home/apt,85.0,2,20,2023-10-30,3.26,7,76,20,,156
889771004998086304,Rental unit in Greater London · ★4.74 · 2 bedrooms · 2 beds · 2 baths,514416313,Niki,,Westminster,51.511865,-0.1287143,Entire home/apt,364.0,1,35,2023-12-07,5.07,3,71,35,,121
902122306296566715,Rental unit in Greater London · ★4.61 · Studio · 1 bed · 1 bath,471854667,Daniel,,Lewisham,51.45382003759035,-0.0045128650099957,Entire home/apt,98.0,4,18,2023-12-05,3.1,43,266,18,,297
902469192904093400,Condo in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 bath,517261336,Azhar,,Merton,51.41985821995761,-0.1950644588466831,Entire home/apt,105.0,1,46,2023-11-25,8.47,1,148,46,,203
902583459496705065,Home in Greater London · ★4.71 · 2 bedrooms · 2 beds · 2 baths,376737833,Marina,,Kensington and Chelsea,51.51272,-0.20375,Private room,221.0,3,14,2023-11-25,2.35,12,35,14,,169
902595915332499803,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,33651560,Javiera,,Hackney,51.5431786,-0.0675411,Private room,65.0,2,14,2023-12-03,2.25,1,244,14,,108
903371597912959945,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,517478408,Amanda M,,Hackney,51.52888,-0.08866,Private room,100.0,7,6,2023-11-14,1.12,1,25,6,,188
891403420218066926,Home in Greater London · ★4.78 · 2 bedrooms · 5 beds · 2 baths,3747398,Skyfall,,Tower Hamlets,51.513944684284645,-0.0506175905324497,Entire home/apt,267.0,4,32,2023-12-06,5.39,16,66,32,,517
